,Strain,Cip,Index,genexp_1,genexp_2,gpa_1,gpa_2,snps_1,snps_2
147,ESP015,0.0,147,64.42705487822026,33.87133961936391,-0.37314616129505374,-3.095187064806914,165.5178750804063,-120.74730809485547
148,ESP020,0.0,148,-50.06417467708881,33.885734030286734,38.27222793801255,-0.44871335228548015,209.1486200870109,-40.51527406390271
149,ESP021,0.0,149,15.36646770019325,-110.5699384337484,0.30789721076101817,-31.36430049098721,137.0322460650796,-120.83069491187491
150,ESP022,0.0,150,-88.20498092184228,85.10124518932686,-18.284889598398987,-12.151440485925308,-139.96226115754254,-54.45663618561256
152,ESP024,0.0,152,46.84418802500888,-41.36821459324699,-19.91139160653481,-4.160638925804324,-54.60335893660708,124.92982054750243
153,ESP025,0.0,153,-40.621599399301154,-14.020922309764803,-20.803437765915422,-10.12601568649678,-139.73957433557823,0.4157241820771859
154,ESP027,0.0,154,-10.674162320277865,-69.96905407634569,-19.2619314519049,-12.611626854411252,-91.71112969827306,-53.57160659137572
155,ESP028,0.0,155,-2.667195175023616,-91.24608567332855,9.346360202345325,3.1968122336189553,177.58652628391553,-93.97161483674475
156,ESP029,0.0,156,19.40215915598606,104.10444615032647,-17.797844668546734,-9.623206185539079,-167.67884730227075,-87.31966314320525
157,ESP031,0.0,157,-14.244969956095199,68.113594285152,-16.897957199650335,-11.816998881114507,43.67510944133926,78.87793581460181
158,ESP032,0.0,158,68.14766498884529,83.98595832711098,6.690607330796139,4.12400113392684,-85.5017862918678,-65.69499181466097
159,ESP033,0.0,159,32.720190408199805,13.58460348223862,8.370475484237712,0.5694428739544662,165.82742452483495,-120.3319839703331
160,ESP034,0.0,160,0.11982221930955197,-7.748929099975757,4.5295161667034405,2.284083505894854,-117.76990082925695,-48.94598795143313
161,ESP035,0.0,161,18.47813278928528,-30.486349303363315,-2.259778882183114,-3.7868754174814194,-123.32872293156636,-37.97864951543161
162,ESP036,0.0,162,-4.829260127898478,-15.738273719499578,-16.109895479210493,-9.429704842897593,-94.16884091864812,-59.021159562467005
163,ESP037,0.0,163,64.32536748070487,-20.348721927443812,-10.303975210589893,-6.535627913377802,180.65331328230897,-36.87816872217022
165,ESP039,1.0,165,-176.5932807618353,111.77589137124491,-14.09265647352177,-8.700279125375575,-51.65734998171335,55.00153344267132
166,ESP040,1.0,166,-158.86716724795377,108.86722639609934,-13.768622547804387,-9.850644190380379,-51.484484906435576,55.08184633448616
167,ESP043,1.0,167,-143.7660992349299,137.56722968466624,-56.122557860943445,60.43147560774379,-169.68739162837073,118.61909421020671
168,ESP044,0.0,168,-78.9992027557685,83.5263883030334,-21.139919353097746,-10.045692566827427,-135.81642102700565,21.076001684361
169,ESP046,0.0,169,14.262913091350063,-31.25003517264961,-0.6478988145944,-2.8800086017030915,163.9766621850585,-114.69825990745215
170,ESP047,1.0,170,-128.81943348211126,92.78111975750986,-70.81219137422765,74.26715489001937,-173.3023389900398,89.14933125210602
171,ESP050,1.0,171,-31.36837474955433,-64.83200018179129,-2.7325815384440513,-4.637047390931524,165.92054910956898,-119.67426974250719
172,ESP053,1.0,172,49.413350181614355,93.45432104125504,84.11329656044597,21.361317390378808,250.33882981041174,64.61177565997184
173,ESP055,0.0,173,-20.61218281689226,-78.51093568718692,-19.00905635202026,-12.294423440306373,-178.69746563310312,-10.760106816516032
175,ESP058,0.0,175,-17.699088922932365,-74.3043563259566,-18.216671832793985,-11.914430905452381,-157.74417349989582,-51.85630848571715
176,ESP059,1.0,176,2.960936986763753,-79.20178774300437,-22.48633596086275,9.847115182722922,-141.39936220698547,6.652568035158
177,ESP060,0.0,177,55.0103004616618,-42.565257413968816,-24.089850121450127,-14.401317683263418,-110.95367089000186,126.41212158657324
178,ESP061,1.0,178,-86.32870010991742,97.6820792017692,-63.50434126547117,58.49616468182602,-137.85340683259176,106.02879213871954
