,Strain,Tob,Index,genexp_1,genexp_2,gpa_1,gpa_2,snps_1,snps_2
198,ESP084,1.0,198,-116.77152100571442,64.48319854644335,-31.21638018905934,10.015111797480174,-96.65836556562596,-136.57613895342755
199,ESP088,1.0,199,-101.5896228466433,59.46155009474679,-60.8212479855455,-69.91315353043423,-132.48218089436799,-112.60387563663404
200,ESP091,0.0,200,-70.6555914346154,62.575541480063805,85.33440995010002,-13.920436608918639,309.1538800639544,-74.65721426061303
201,F1659,0.0,201,85.12064779527637,113.66235952529156,27.605710130422274,-4.874805564631015,151.26824613609233,-62.55022862525865
202,F1688,0.0,202,44.324284739016676,-24.386532391553505,-11.4237383993173,0.9362058896165824,-115.54612190649624,73.38277704285196
203,F1689,0.0,203,12.432827375724827,-57.9345656826612,-11.552173001611596,0.5508094872975621,-87.04797155441436,61.52311918017036
204,F1697,1.0,204,-20.374242974859904,87.28285634703299,85.12832981401158,5.492683451765445,314.0511858221546,-72.30954541155393
205,F1706,0.0,205,-15.345975792978301,-48.471105726927824,-35.00239201938957,3.5726642231817913,-121.26709615351335,93.77729491863772
206,F1712,1.0,206,-51.821175968280855,-5.833041365776008,-51.2237965073301,-55.46054035188808,-168.36057222171806,-121.38024922257497
207,F1724,1.0,207,-47.01339837711693,59.30883578018034,85.60961289021976,5.066033228798829,314.0547619284906,-80.282878677502
208,F1727,0.0,208,99.36308955565062,16.81951578410472,-14.827713290827578,7.546138920606932,-159.8539523795371,99.01641357994944
209,F1741,1.0,209,-54.272223872207746,78.64614825033445,86.03270068127459,3.8820286333240572,343.9898778284953,-51.28222186967928
210,F1745,1.0,210,-66.60602205517658,6.771478074794769,-64.2120721396262,-75.14635920420284,-168.5449570881944,-111.52700509160978
211,F1746,1.0,211,-93.52585319012032,91.98919862670239,78.45371140893913,15.420658724823147,318.5285097459554,-84.07960000471338
212,F1747,1.0,212,81.88494508298884,87.24703359624303,85.64326008692723,4.792517291550071,318.1207076297383,-83.92371971417
213,F1748,0.0,213,92.13507886545065,19.66998204910343,-34.30470212376233,9.713298772976268,-121.87419059812719,93.94880477095495
214,F1752,1.0,214,57.02412408689807,17.748743014194606,-9.253454238508354,-5.801239583853804,-115.78439089796578,-18.564468888875943
215,F1754,1.0,215,18.287632050830567,95.61834745864788,17.857332293121576,6.657708972867736,233.1854394163941,-2.244034172156072
216,F1757,0.0,216,-136.90650413267085,32.54669760423798,-14.006764204452589,-4.584959346150823,-163.3703312893748,63.591848872848445
